id,product_slug,universal_sku,name,brand,category_path,gtin_upc,description,specifications,images,status,source,catalog_metadata,created_at,updated_at
gpc-5a4028ef-e0e5-46c6-8870-fb28ae6677bc,"fasteners & hardware/hillman-stainless-steel-hex-nut-assortment,-150-piece-02966e",VS-FAS-HIL-8EF897,"Stainless Steel Hex Nut Assortment, 150-Piece",Hillman,"{""Fasteners & Hardware""}",,A comprehensive set of high-quality stainless steel hex nuts for various fastening applications.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-4i3xryel/original-1766112556911.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530641099"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-02a4e23f-cfc5-4f6f-9d53-256be63b2ff3,power tools/dewalt-dewalt-dcd777c2-20v-max-lithium-ion-brushless-compact-drill-driver-42b8fd,VS-POW-DEW-88A9DA,DeWalt DCD777C2 20V Max Lithium-Ion Brushless Compact Drill Driver,DeWalt,"{""Power Tools""}",,The DeWalt DCD777C2 20V Max Lithium-Ion Brushless Compact Drill Driver is designed to fit into tight areas and provides a high-performance motor that delivers 340 unit watts out (UWO).,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-mxfzzffk/original-1766112543180.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530641098"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-5366f8b4-bc56-4f1f-894b-85705dd4a07c,"produce/onion-masters-yellow-onions,-2-lb-bag-253a2b",VS-PRO-ONI-5C69FA,"Yellow Onions, 2 lb Bag",Onion Masters,{Produce},,"A staple for any kitchen, these onions offer a mild, sweet flavor.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-eoajncx3/original-1765232638058.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467812"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-f1230b1e-578f-4aa2-847f-a3f4e66d9ee8,clothing/luna-&-rose-evelyn-silk-blouse-in-ivory--size-m-1a2e1c,VS-CLO-LUN-F42754,Evelyn Silk Blouse in Ivory - Size M,Luna & Rose,{Clothing},,A luxurious silk blouse perfect for both day and night wear.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ucgs9idl/products/iid-36jqttjo/original-1765615343657.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1767098488107"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-d2692f97-2a76-4ce6-ab65-7d5469792fd4,live animals/feltastic-eco-friendly-multi-color-wool-felt-balls-50pcs-072126,VS-LIV-FEL-EA088E,Eco-Friendly Multi-Color Wool Felt Balls 50pcs,Feltastic,"{""Live Animals""}",,"A pack of 50 vibrant, eco-friendly wool felt balls for crafting.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-5xpfo6fd/original-1766440382999.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209115"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-4eb2f04e-c2c4-45c9-b1c7-9606ee8fc7a2,"drawing & painting/winsor-&-newton-winsor-&-newton-cotman-watercolor-paint-set,-12-x-8ml-tubes-db8960",VS-DRA-WIN-5BA244,"Winsor & Newton Cotman Watercolor Paint Set, 12 x 8ml Tubes",Winsor & Newton,"{""Drawing & Painting""}",,"A set of 12 high-quality Cotman watercolor paints in 8ml tubes, perfect for artists of all levels.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-1ekcngy9/original-1766440328040.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209112"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-7a811947-fc07-425d-bd04-ad81efc1849f,electronics/demo-brand-smart-watch--fitness-tracker-3cffe4,VS-ELE-DEM-89B68C,Smart Watch - Fitness Tracker,Demo Brand,{Electronics},,Track your fitness goals with heart rate monitoring and GPS,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""WEAR-SW-FIT"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-053859d0-4275-47a2-b515-89a50a187cae,"fasteners & hardware/hillman-stainless-steel-hex-nut-assortment,-150-piece-046b0d",VS-FAS-HIL-CBA8DE,"Stainless Steel Hex Nut Assortment, 150-Piece",Hillman,"{""Fasteners & Hardware""}",,A comprehensive set of high-quality stainless steel hex nuts for various fastening applications.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-4i3xryel/original-1766112556911.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1767073877366"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-d4900096-834b-40a0-84c9-cbf0b9b2a86b,"kids crafts/crayola-crayola-washable-kids-paint,-6-count-e8465f",VS-KID-CRA-A1D742,"Crayola Washable Kids Paint, 6 Count",Crayola,"{""Kids Crafts""}",,A set of 6 washable kids' paints in vibrant colors.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-071div8t/original-1766440494245.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209121"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-89651cf7-6c74-498d-a683-0d778f9edaeb,apparel/demo-brand-baseball-cap--adjustable-287e11,VS-APP-DEM-2CF625,Baseball Cap - Adjustable,Demo Brand,{Apparel},,Classic baseball cap with adjustable strap,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""APPAREL-CAP-BB"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-deb1ea53-7e04-4a55-978b-991598ff696b,sewing & fabric/fabricland-cotton-calico-fabric-bolt--5-yards-eac59f,VS-SEW-FAB-EF62F4,Cotton Calico Fabric Bolt - 5 Yards,FabricLand,"{""Sewing & Fabric""}",,"High-quality, unbleached cotton calico fabric bolt, perfect for a variety of crafting and sewing projects.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-dqnqesl8/original-1766440461459.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209119"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-6ac2a59d-ff0c-4e33-8f1d-24a45b701e40,sports & outdoors/demo-brand-resistance-bands-set-b753f7,VS-SPO-DEM-4D4CF1,Resistance Bands Set,Demo Brand,"{""Sports & Outdoors""}",,Set of 5 resistance bands with different strengths,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""SPORTS-RB-SET"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-ae6850fe-6854-4bb2-bbf2-4bca483ab176,"books & media/currency-the-art-of-innovation:-lessons-in-creativity-from-ideo,-america's-leading-design-firm-09f013",VS-BOO-CUR-9DD0A7,"The Art of Innovation: Lessons in Creativity from IDEO, America's Leading Design Firm",Currency,"{""Books & Media""}",,A deep dive into the principles and practices of one of the most innovative design firms in the world.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-oa5elf7k/original-1765116104166.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571330"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-6806402e-02e8-4442-92dd-58e7dc414109,toys & games/star-voyagers-galactic-explorer-space-station-playset-d32647,VS-TOY-STA-FD8EE6,Galactic Explorer Space Station Playset,Star Voyagers,"{""Toys & Games""}",,"A comprehensive playset for aspiring astronauts, complete with a detailed space station, two astronaut figures, and a miniature spaceship.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-bklucmod/original-1766436736926.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571329"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-71aa5ee8-b232-4f52-9b30-28173cdd4fec,sports & outdoors/demo-brand-camping-tent--4-person-51aad1,VS-SPO-DEM-E74366,Camping Tent - 4 Person,Demo Brand,"{""Sports & Outdoors""}",,Waterproof camping tent with easy setup,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""OUTDOOR-TN-4P"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-1e3bf28b-0aca-4cb1-a770-ab73e6673572,sports & outdoors/mountaintop-gear-trailblazer-20l-daypack-e6a13d,VS-SPO-MOU-1D6883,Trailblazer 20L Daypack,MountainTop Gear,"{""Sports & Outdoors""}",,"A lightweight, durable backpack perfect for short hikes and daily commutes.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-wip35pnr/original-1765116071527.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571326"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-df03804c-6bd7-441d-980e-a79c4379a52e,juggling/craftsman-craftsman-16-oz-fiberglass-claw-hammer-918121,VS-JUG-CRA-ACB9A8,Craftsman 16 oz Fiberglass Claw Hammer,Craftsman,{Juggling},,"A durable, lightweight hammer designed for a variety of home improvement tasks.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-q1emw6pv/original-1766112521799.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1767073877364"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-37b39faa-6494-489a-8f57-ede96a833045,"men's grooming/jack-black-jack-black-beard-oil,-1-fl-oz-c9d604",VS-MEN-JAC-EFD1CD,"Jack Black Beard Oil, 1 fl oz",Jack Black,"{""Men's Grooming""}",,A blend of certified organic natural oils to nourish and protect your beard and skin.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-yrkd470n/products/iid-8e9spsu0/original-1765527170925.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766439434278"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-de9857cc-9443-4b1d-9144-3d86e4e22397,craft supplies/colorcraft-acrylic-paint-set-24-colors-(12ml-tubes)-7bfea7,VS-CRA-COL-D74CC5,Acrylic Paint Set 24 Colors (12ml Tubes),ColorCraft,"{""Craft Supplies""}",,"A comprehensive set of 24 vibrant acrylic paints in 12ml tubes, perfect for beginners and professionals.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-sv5spaa6/original-1766440405719.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209116"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-0a1d5231-234f-4d9c-bc35-b4b1996790cc,office supplies/demo-brand-notebook-set--hardcover-53a8ed,VS-OFF-DEM-8B965C,Notebook Set - Hardcover,Demo Brand,"{""Office Supplies""}",,Set of 3 hardcover notebooks with lined pages,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""OFFICE-NB-HC"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-ddd1e302-17ad-4c03-99a8-0e939eb16e57,bakery/delightful-bakes-gluten-free-chocolate-chip-muffins--4-pack-06ac7e,VS-BAK-DEL-9F6188,Gluten-Free Chocolate Chip Muffins - 4 pack,Delightful Bakes,{Bakery},,"Moist and fluffy muffins packed with chocolate chips, perfect for those with gluten sensitivities.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-zprb23yc/original-1765232763650.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467817"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-fba5a799-da85-480d-8b6b-332614b5a645,clothing/levi's-levi#x27;s-511-slim-fit-jeans--men#x27;s-32x32-a08679,VS-CLO-LEV-147C96,Levi#x27;s 511 Slim Fit Jeans - Men#x27;s 32x32,Levi's,{Clothing},,"A modern slim with room to move, the 511 Slim Fit Jeans are a classic since right now.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ucgs9idl/products/iid-4eosklt0/original-1765615419382.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1767098488111"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-c010616b-1d16-47aa-9c92-6b501611754b,home & kitchen/demo-brand-non-stick-cookware-set-480190,VS-HOM-DEM-4537E2,Non-Stick Cookware Set,Demo Brand,"{""Home & Kitchen""}",,10-piece non-stick cookware set with glass lids,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""KITCHEN-CW-SET"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-cf6ee689-dd79-4fda-be93-4e92cb65fcbf,sewing & fabric/brother-brother-cs7000x-computerized-sewing-and-quilting-machine-4bfea4,VS-SEW-BRO-1F4C24,Brother CS7000X Computerized Sewing and Quilting Machine,Brother,"{""Sewing & Fabric""}",,"An easy-to-use, feature-packed sewing and quilting machine perfect for beginners and experienced crafters.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-9e1blp8r/original-1766440445448.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209118"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-23f20207-9d05-45f1-909c-03fa89e710c3,electrical/eaton-eaton-br-20-amp-single-pole-circuit-breaker-e59706,VS-ELE-EAT-AB3104,Eaton BR 20 Amp Single Pole Circuit Breaker,Eaton,{Electrical},,A reliable single pole circuit breaker designed for residential and commercial applications.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-0cuc4z27/original-1766112602043.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1767073877368"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-7750695d-cccf-4623-8bcb-09a563bbd60f,"frozen foods/amy's-kitchen-amy#x27;s-cheese-pizza,-single-serve-c629d6",VS-FRO-AMY-429D70,"Amy#x27;s Cheese Pizza, Single Serve",Amy's Kitchen,"{""Frozen Foods""}",,A delicious single-serve cheese pizza made with organic ingredients.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-88vg2mmh/original-1765232803143.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467818"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-2cd26015-de2c-4efa-b94c-fcf5b1e67f1c,toys & games/laserx-galactic-quest-laser-tag-2-player-set-1bdb57,VS-TOY-LAS-E40D29,Galactic Quest Laser Tag 2-Player Set,LaserX,"{""Toys & Games""}",,"A thrilling laser tag set for two players, perfect for dynamic indoor and outdoor play.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-6la5jgvm/original-1765116087133.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436571328"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-5990d916-c3fe-434f-9330-817a23ccbd43,sports & outdoors/demo-brand-hiking-backpack-40l-d78382,VS-SPO-DEM-29835E,Hiking Backpack 40L,Demo Brand,"{""Sports & Outdoors""}",,Durable hiking backpack with multiple compartments,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""OUTDOOR-BP-40L"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-f5ab6f6f-2cca-413f-9292-2eacdb0f6705,skincare/stitchmaster-premium-bamboo-knitting-needle-set-fe8628,VS-SKI-STI-DF6F1B,Premium Bamboo Knitting Needle Set,StitchMaster,{Skincare},,"A deluxe set of bamboo knitting needles, offering superior comfort and precision for all your knitting projects.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-4nl3dsk5/original-1766440430217.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209117"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-26c880cc-3d6b-4883-8e00-2202d83ca209,sports & outdoors/demo-brand-water-bottle-holder--bike-843929,VS-SPO-DEM-2EF1F8,Water Bottle Holder - Bike,Demo Brand,"{""Sports & Outdoors""}",,Universal water bottle holder for bicycles,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""OUTDOOR-WH-BK"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-e4fc9337-db93-46a3-80e3-58e72da3df54,office supplies/demo-brand-wireless-keyboard-&-mouse-combo-fc1464,VS-OFF-DEM-738588,Wireless Keyboard & Mouse Combo,Demo Brand,"{""Office Supplies""}",,Slim wireless keyboard and mouse combo,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""OFFICE-KM-WL"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-48b0acbe-68c5-47c6-b19d-591ecf51c318,"paint & supplies/behr-behr-premium-plus-ultra-exterior-paint-&-primer-in-one,-satin-finish,-1-gallon-dfb357",VS-PAI-BEH-27F55A,"Behr Premium Plus Ultra Exterior Paint & Primer in One, Satin Finish, 1 Gallon",Behr,"{""Paint & Supplies""}",,"A high-quality exterior paint and primer in one, offering superior durability and protection.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-wuxyaovy/original-1766112580310.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1767073877367"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-31e31da2-5d80-4fed-98ff-eb01e4ad0e10,home & kitchen/demo-brand-electric-kettle-1.7l-c6b387,VS-HOM-DEM-C891C5,Electric Kettle 1.7L,Demo Brand,"{""Home & Kitchen""}",,Fast-boiling electric kettle with auto shut-off,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""KITCHEN-EK-17"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-7ba13c71-70f4-4b7e-8f21-d040ce9672ac,bakery/artisan-bakes-sourdough-round-loaf--450g-40af8a,VS-BAK-ART-E3AB21,Sourdough Round Loaf - 450g,Artisan Bakes,{Bakery},,A traditional sourdough loaf with a tangy flavor and crusty exterior.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-w9145o12/original-1765232783760.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766436467816"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-052aed35-98c6-44bd-bc57-ae670cb5b0cb,"cameras amp; optics/strathmore-strathmore-series-400-sketch-pad,-9x12"",-100-sheets-e846d1",VS-CAM-STR-E8D88B,"Strathmore Series 400 Sketch Pad, 9x12"", 100 Sheets",Strathmore,"{""Cameras amp; Optics""}",,A premium sketch pad suitable for all sketching and drawing applications.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-m8ijkrnk/products/sid-pp2p91fy/original-1766440348116.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766440209113"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-m8ijkrnk""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-dcb50f6f-92b4-4190-8e6f-a1626f89961e,"paint & supplies/behr-behr-premium-plus-ultra-exterior-paint-&-primer-in-one,-satin-finish,-1-gallon-09b068",VS-PAI-BEH-063221,"Behr Premium Plus Ultra Exterior Paint & Primer in One, Satin Finish, 1 Gallon",Behr,"{""Paint & Supplies""}",,"A high-quality exterior paint and primer in one, offering superior durability and protection.",,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-wuxyaovy/original-1766112580310.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530641100"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-e7e2c195-e441-4d66-bd3b-45d6cb9687f5,bedroom/everwood-serena-oak-queen-platform-bed-b895ed,VS-BED-EVE-EBE3BB,Serena Oak Queen Platform Bed,Everwood,{Bedroom},,A sleek and modern queen-sized platform bed crafted from high-quality oak.,,"[{""url"": ""https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-8pw3ctc0/original-1766530759616.jpg"", ""type"": ""primary""}]",active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""qsid-1766530676992"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
gpc-e6ed64d2-34ff-4282-833e-5ed68f476a1c,home & kitchen/demo-brand-bamboo-cutting-board-set-97df6f,VS-HOM-DEM-627150,Bamboo Cutting Board Set,Demo Brand,"{""Home & Kitchen""}",,Eco-friendly bamboo cutting boards in 3 sizes,,,active,merchant,"{""migrated_at"": ""2026-04-30T20:51:47.011567+00:00"", ""original_sku"": ""KITCHEN-CB-BAM"", ""migration_source"": ""mv_global_discovery"", ""original_tenant_id"": ""tid-r6cccpag""}",2026-04-30 20:51:47.011567,2026-04-30 20:51:47.011567
